block,sep_dur,Tx,trial,stimulus,cond,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim.thisRepN,stim.thisTrialN,stim.thisN,stim.thisIndex,usr_input_t1.keys,usr_input_t1.rt,usr_input_t2.keys,usr_input_t2.rt,date,run,expName,participant,frameRate,
3,short,t1,6,V,distractor,0,0,0,0,2,0,2,0,0,5,5,5,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
3,short,t1,7,S,distractor,0,0,0,0,2,0,2,0,0,6,6,6,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
3,short,t1,8,I,distractor,0,0,0,0,2,0,2,0,0,7,7,7,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
3,short,t1,9,Z,distractor,0,0,0,0,2,0,2,0,0,8,8,8,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
3,short,t1,10,Y,distractor,0,0,0,0,2,0,2,0,0,9,9,9,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
3,short,t1,11,2,target,0,0,0,0,2,0,2,0,0,10,10,10,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
3,short,t1,12,D,distractor,0,0,0,0,2,0,2,0,0,11,11,11,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
3,short,t1,13,P,distractor,0,0,0,0,2,0,2,0,0,12,12,12,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
3,short,t1,14,T,distractor,0,0,0,0,2,0,2,0,0,13,13,13,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
3,short,t1,15,T,distractor,0,0,0,0,2,0,2,0,0,14,14,14,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
3,short,t1,16, ,mask,0,0,0,0,2,0,2,0,0,15,15,15,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
,,,,,,0,0,0,0,2,0,2,0,,,,,9,0.887982800006,9,0.240517600003,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,1,S,distractor,0,0,0,0,3,0,3,0,0,0,0,0,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,2, ,mask,0,0,0,0,3,0,3,0,0,1,1,1,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,3,D,distractor,0,0,0,0,3,0,3,0,0,2,2,2,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,4,2,target,0,0,0,0,3,0,3,0,0,3,3,3,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,5,S,distractor,0,0,0,0,3,0,3,0,0,4,4,4,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,6,N,distractor,0,0,0,0,3,0,3,0,0,5,5,5,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,7,H,distractor,0,0,0,0,3,0,3,0,0,6,6,6,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,8,G,distractor,0,0,0,0,3,0,3,0,0,7,7,7,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,9,Q,distractor,0,0,0,0,3,0,3,0,0,8,8,8,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,10,A,distractor,0,0,0,0,3,0,3,0,0,9,9,9,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,11,C,distractor,0,0,0,0,3,0,3,0,0,10,10,10,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,12,J,distractor,0,0,0,0,3,0,3,0,0,11,11,11,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,13,5,target,0,0,0,0,3,0,3,0,0,12,12,12,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,14,A,distractor,0,0,0,0,3,0,3,0,0,13,13,13,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,15,V,distractor,0,0,0,0,3,0,3,0,0,14,14,14,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,16,J,distractor,0,0,0,0,3,0,3,0,0,15,15,15,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
4,long,t2,17,Q,distractor,0,0,0,0,3,0,3,0,0,16,16,16,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
,,,,,,0,0,0,0,3,0,3,0,,,,,9,0.618795700007,9,0.222011499995,2018_Nov_05_1255,2,rsvp,1001,None,
,,,,,,0,0,0,0,,,,,,,,,,,,,2018_Nov_05_1255,2,rsvp,1001,None,
